"","Age","Pitches","IP","G","P_per_IP_accel_2","prior_injury","sinkers_cutters_percent","prior_injury_last_2","P_per_IP","pitches_per_bat","Pitches_accel_2","G_accel_2","IP_accel_2","tj","sinkers_cutters_percent_accel_2","IP_per_G","pitches_per_game","other_pitch_types_percent_accel_2","other_pitch_types_w_accel_2","years_since_tj","other_pitch_types_X_accel_2","other_pitch_types_Z_accel_2","SO_G_accel_2","ws_pitcher","walk_rate","walk_rate_accel_2","wild_pitch_rate","wild_pitch_rate_accel_2","FA...pi.","FC...pi.","SI...pi.","FA.X..pi.","FC.X..pi.","SI.X..pi.","FA.Z..pi.","FC.Z..pi.","SI.Z..pi.","wFA..pi.","wFC..pi.","wSI..pi.","FA...pi._accel_2","FC...pi._accel_2","SI...pi._accel_2","FA.X..pi._accel_2","FC.X..pi._accel_2","SI.X..pi._accel_2","FA.Z..pi._accel_2","FC.Z..pi._accel_2","wFC.C..pi.","wFC.C..pi._accel_2","wSI.C..pi.","wSI.C..pi._accel_2","wFA.C..pi.","wFA.C..pi._accel_2","SI.Z..pi._accel_2","win_rec","wFA..pi._accel_2","wSI..pi._accel_2","wFC..pi._accel_2","vFA..pi.","vFC..pi.","vSI..pi.","vFC..pi._accel_2","vFA..pi._accel_2","vSI..pi._accel_2","SL...pi.","SL...pi._accel_2","SL.X..pi.","SL.X..pi._accel_2","SL.Z..pi.","SL.Z..pi._accel_2","vSL..pi.","vSL..pi._accel_2","wSL..pi.","wSL..pi._accel_2"
"wFA..pi.","-0.0604451521828812","0.091710164834909","0.111950501757159","0.218435797970267","-0.135807238669276","-0.035059924358177","-0.101180177564559","-0.0219310413211078","-0.221342263895701","0.169928896619945","0.0808762576133381","0.0877400552912299","0.108021871079253","-0.0590215891586809","-0.0242114003488417","-0.0181994474542916","-0.044020602513557","-0.0741363173221471","0.0688043710096584","-0.0382502623383693","0.0432075978931007","-0.00787536135412706","0.108228159457724","0.00839731942813325","-0.126967060054148","-0.10380966177049","-0.0411390638901042","-0.00988277443571445","0.203071704886674","0.00557103524056024","-0.11930682987192","0.0316857497416368","0.0380730304671107","0.0631964652655145","0.0624884255452896","0.0560452954981148","-0.093767198315265","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wFC..pi.","0.00864818745270126","0.064388886830264","0.0870427334065484","0.117438941098451","-0.0782929416763729","-0.0880624165074051","0.163003494540291","-0.0480232764068227","-0.177199038019244","0.00621087605265906","0.028045089280059","0.0576127888255593","0.0433348807205917","-0.00747392560312215","0.0337481012472209","0.0130959513026324","-0.00980344097865612","-0.0658283854510726","0.0715323168849683","-0.00937396631315411","0.0383565983520792","-0.0180004518765356","0.0328924615513781","0.0810076602768368","-0.103938044769984","-0.0394127049021193","-0.0355467405515398","-0.0129734425238705","0.00147508727915638","0.355928771008212","-0.0679322915373338","-0.0281691100454783","0.115741937854383","-0.0470381861237102","-0.0221816599377583","0.0557252631817152","0.00014374169386189","0.0844516473957526","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wSI..pi.","-0.0814314224486337","-0.0308194851451888","0.00294868156951196","0.182803422452388","-0.144272270739224","-0.0424736254473641","0.10432843323367","-0.0280217538786926","-0.24624854103741","-0.0156652825663274","0.09294266774197","0.11564020540174","0.124819403377149","-0.052942829403091","0.0979718748438184","-0.0831032108492824","-0.115139295206915","-0.121582874762355","0.058531837079643","-0.0541911332191493","-0.0117253475264667","0.0311412275922582","0.0634023584370353","0.079656400958318","-0.12930843799507","-0.0988736761322984","0.00757194389898994","-0.017012597137994","0.0315813379414208","0.000458339347824322","0.118597213172298","-0.00411773934721373","0.00840454108398603","0.0244485201670814","-0.0883021802021111","-0.0144417109862689","-0.0982786602043072","0.0684302050284947","-0.0322054284851126","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FA...pi._accel_2","0.021828292273424","-0.022679074424026","-0.0241641507186817","0.0176936931742877","0.0899392475022238","0.0237996754646458","-0.0988469849413661","0.0180499086678191","0.0130864764288532","0.062449397559066","-0.089711477556426","-0.0392630886404248","-0.0935489804159439","0.0289518376843459","-0.458902873613501","-0.00889418118655967","-0.00609936188146155","-0.217658842175645","-0.0529511302471902","0.0121315034977575","-0.0149273110540725","0.0314252850681201","-0.0626602900381629","-0.0216799850682642","-0.0279531785934954","0.0513648443202121","-0.0678192775429649","-0.0441515166023773","0.370578397527141","-0.0221252349243823","-0.096902683539168","-0.00761275796827394","-0.0694346650131978","0.00321574616334396","-0.102234611417023","-0.000892946654290961","-0.0607565385880651","0.0823605580257713","0.0233181688706125","0.023927114805253","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FC...pi._accel_2","-0.0078166209636587","-0.0229079794820999","-0.0207092439964452","0.0225941132480367","-0.0533308688469882","-0.0151854543895801","0.147199744023935","-0.00266705424342724","-0.0298271571788168","-0.0498750747869736","0.0184410793861302","0.0532928988084369","0.0296174735825164","-0.000467235970600068","0.455131513546102","-0.0376447977645885","-0.039131978772165","-0.304214112474942","0.0397169093070234","-0.00102970936416333","-0.000393037673043947","-0.032929067983773","-0.0335794178991092","0.0113067300158963","0.00440363441422116","-0.00170673531465933","0.0139676646455548","0.0006130017131989","-0.0567271442259083","0.337464004278339","-0.0727835385319457","-0.00821619600402375","0.0876463157715941","-0.00691610511449935","0.0125997644077905","0.0197694576466029","0.0285044006015564","-0.0143976084125744","0.127405324857406","-0.0023073329903293","-0.161625708003578","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SI...pi._accel_2","-0.0306563518632885","-4.70049826908352e-05","0.00578580020012678","-0.0326315525149727","-0.0910139847427535","-0.0434613884709392","0.257753803980472","-0.0401811734305358","-0.0649190167258707","-0.147281596083239","0.0483311526088682","0.028310010852828","0.0614563410586872","-0.0387585606941573","0.782874605049268","0.00727933376420724","0.00305941262319445","-0.241250241596252","-0.0741864456271225","-0.0377471517736386","-0.0648636267203949","0.0234970616127487","-0.0248846934643793","0.0182451233075964","-0.0158686890588687","-0.0676988378026642","0.014254954207873","-0.0236548905104286","-0.129620536950926","-0.0120274901562906","0.302387853033337","-0.00336044612944513","0.00827310891074239","-0.0130907492142121","-0.0445691879202937","-0.0285666343512727","0.0383327307167811","-0.0335586753453491","-0.0479933613581789","0.124836216114211","-0.370513472683407","-0.056077634250792","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FA.X..pi._accel_2","-0.00188633581773919","-0.00636224053883836","-0.0095575305328968","-0.00301437858030366","0.0111939977874758","-0.00533790789295273","-0.0415889370904053","-0.00467336200472753","0.0608483401206644","0.0190489573973411","0.0158139944282103","0.00112171023110592","0.0145749496186165","-0.00684344493376596","0.0101989957239498","-0.0029138863091303","3.46587875543053e-05","0.0266972904928265","0.00349072231727893","0.00733425057453814","0.157046333341109","-0.0364112676915549","0.0116216827060138","-0.000413451273324824","0.0563709132502125","0.0146664440695841","0.0648587305956367","0.0639110308759956","0.0119699105278635","-0.0187296593306602","-0.034054935562698","0.176164814032445","0.0681729211511837","0.0633388638400889","0.0152566236866102","0.0313031617456445","0.0361048055929179","-0.0216809082285201","0.0127344847924123","0.00392372794624008","-0.0248154975597396","0.00893460955246996","-0.00249509227916717","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FC.X..pi._accel_2","-0.0121021112540508","0.00147638363000617","0.00117506587418915","0.0249642087434843","-0.0268151706954476","-0.0124201049204132","-0.000625982144697267","-0.00734993523982914","-0.00547878987917494","-0.0120337840095375","0.0099950377427206","0.000628517681127252","0.0108169112372849","0.00032735103811408","0.0266214980590752","-0.00557745142929591","-0.00490427818801655","-0.0441087651102659","-0.00646463364232021","-0.0114230194137903","0.0574993399866268","-0.0305657982048484","0.019014084902757","0.0246895601961289","-0.0291751166278194","-0.0362470147225568","-0.00662963045313585","-0.0262698636202168","0.0156206713619687","-0.00150279672782337","0.000357779779404255","0.119004442117472","0.694511307819654","0.0834050557526979","-0.0403961679282404","0.0125939006537785","0.0452339600482078","0.0132260703932486","0.0131402738453013","0.023716915806383","-0.049276939929754","0.0600331427507638","0.0102495244435176","0.0927128107413483","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SI.X..pi._accel_2","-0.00950798570761056","-0.00376356185099542","-0.00310637182005994","-0.0144153736425123","0.0119362054717838","0.0390012160661211","-0.00315875220700604","0.0643786775150759","0.00420289035563382","0.0334556462043171","-0.0288111626961105","-0.0308636307951738","-0.0307716208529843","-0.0292578556183072","-0.125364959562035","0.0162264597806067","0.0169073582234017","0.0391332327786586","0.0173011049070634","-0.0185373729307541","0.0357160141902643","0.0115684952865881","0.0121684108181896","-0.00242122782592486","-0.0297912433053409","-0.00451592363464962","0.0208800444742452","-0.033838295568812","-0.0140418061322426","0.0147326700849138","-0.0141035121270517","0.221960190370134","0.0563962921622833","0.268718118165919","0.0270983964201434","0.0251993688002996","-0.0286262101783918","0.0278025344761156","0.00433066388093905","-0.0144650548738361","0.0883650997644791","0.00977344701768243","-0.158822961882981","0.126043002077405","0.0352888985031849","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FA.Z..pi._accel_2","0.00488139337971545","-0.0394824246258698","-0.0401762880483847","0.0306180965074203","0.0292547623276652","-0.0151773442384881","0.0708927664577732","-0.0185002692729012","0.0276190731307949","0.017069747662639","0.0305674054266065","0.024172067325752","0.0254658202852833","0.0299050295152325","-0.0676276754121873","-0.0481375570925693","-0.0438605381021591","0.0428270918302554","0.020041025766973","0.0610062339051149","0.0501954919943118","0.0374823470566755","0.051801502218762","-0.0470853403251456","0.0103143273416609","-0.0133973289030191","0.0326617559807615","0.0612176723309547","-0.0245468307426533","-0.0397782935171508","0.109168408985545","-0.0647007715698599","-0.0163976385579885","-0.0519468302859972","0.0906776263070105","-0.0137500095555068","0.000677361647760563","0.0240244893203971","-0.0129197234134814","-0.0246814298561624","-0.224327057228729","0.0192781271913113","-0.100399313525013","0.017231636585272","-0.0286566997888821","0.00999529703129109","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FC.Z..pi._accel_2","-0.0398076118089203","0.00585667251444575","0.00258609152399843","0.00707740361493615","-0.0394175117020939","-0.0118947683757217","-0.10516344136226","-0.0158166197333385","0.01125059064874","0.0303307059100291","0.0617344218179186","0.0127081989022942","0.0580472021465204","-0.0115773332797101","0.00805967389040109","-0.006059111266139","-0.00429764582586963","-0.00576045429292638","0.0104925276957665","0.0066472472393129","0.0412193458491075","-0.00888523657464955","0.0441424081577902","0.0510038061611655","-0.0247055125683139","-0.0013470599885097","0.0199487188090895","0.0495165376491858","0.0293808073005069","-0.0570999048512367","-0.079169533603787","-0.00385037002618124","-0.068745033637632","0.0367452274826302","0.0533156124705631","0.44222186084689","-0.0522917399772658","0.047546483300119","-0.0565656643256518","0.00456820403327357","-0.0238469984729705","0.0916079788305558","-0.0369609026998037","0.0245412037090698","-0.0152493219945051","-0.0169579181258965","0.0648251607037285","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wFC.C..pi.","0.0113464037291365","0.0163700649182801","0.0157722455794515","0.0529677047831875","-0.0167855610211309","-0.0849557769550564","-0.0306642896844038","-0.0247570635638377","-0.0096820826563495","0.0583472481278926","0.0224102113301026","-0.000678541664323509","0.022119283978354","0.0202308721084032","-0.0311607668744157","-0.0230000544545184","-0.0244479162125921","-0.016645591393886","-0.0081872646347606","0.0195207367401127","0.012103194741123","0.00605732354515906","-0.00163657748494003","0.027863930301705","0.0300652695081514","0.00344650459447101","-0.00557077086660064","0.0130905892137958","0.0568917737410615","0.0509895140038546","-0.0713044022506414","-0.0206445973248939","-0.00542730207077909","-0.010276629876855","0.0169923215987326","-0.00520717191736232","-0.0297345437413134","0.0521526728127887","0.186413898605425","-0.00798266141737405","0.0460647189222662","0.0165916042456819","-0.0369280358130074","-0.0179963623162235","0.00747363423582539","-0.0195403202742164","0.0114159206981823","-0.0046358951028502","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wFC.C..pi._accel_2","0.0287140926698843","0.0269686536757318","0.0266581049824497","0.0342834859922551","-0.0470005821333249","-0.0551531798769689","-0.0146260795137813","-0.00634355919029024","-0.0143143957503098","0.046469863140842","0.0290893912928169","-0.00351206014833106","0.0316090210557089","0.0191638964355542","-0.0100358853701554","-0.00658329891697038","-0.00829250532978654","-0.0299477114943929","0.00186074095162975","0.0144667356727096","0.0081885176510938","0.00926455111388677","-0.00210569656693736","0.0305813517883537","0.0234954797399713","0.027385191661357","-0.00427477813719089","-0.00617084995712496","0.0292192523550435","0.0377250953142408","-0.043566307950572","-0.0273511660272901","-0.00585588355123684","-0.00723445063854747","0.0174186279815195","0.00265856022819995","-0.0109807492747401","0.0350345591723252","0.161722532868509","0.0110966095484091","0.0195090926492757","0.05223538065345","-0.0353626448635763","-0.0123015182340867","0.028202792137774","-0.0161823407521509","0.0163757973991223","-0.00647096629616998","0.928600548979661","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"wSI.C..pi.","-0.01626608255691","0.0542728493250033","0.0670403887184499","0.123312527657152","-0.0938056321460396","-0.0164809088830187","0.0953073655406053","-0.0239722150728757","-0.153251952322628","-0.0419210657517096","0.0675222568382207","0.0747383219256727","0.0808064881290605","-0.0670034313773046","0.072753153050986","-0.0148827216333646","-0.0322976826581761","-0.0483890137886791","0.0139781048041726","-0.03649923214865","-0.0152615520153558","0.0177809535821776","0.0082110064792377","0.0360908135249759","-0.0766512363368052","-0.0654366423481706","0.0271956633520631","-0.00216980789210938","-0.00299550713635233","0.0162980207730786","0.0970220655726721","0.0106034279712096","0.0216824779381208","0.0484782761266868","-0.0581194657058543","0.0198025315224863","-0.0921142523913319","0.028448038697062","0.0234267216605215","0.361876997047368","-0.0333079926608157","-0.0122434844663497","0.109788270758954","-0.0165859006751563","0.0247017057219885","0.0515054736787849","-0.00545536679478304","0.0388206444189733","0.00540952293523781","0.0183233416707538","1","","","","","","","","","","","","","","","","","","","","","","","",""
"wSI.C..pi._accel_2","-0.0331642019843282","0.0453532760813208","0.0531147735728763","0.0637216640975788","-0.169295356007267","-0.0321633712102425","0.0619509689145908","-0.0497885467560824","-0.103884923120672","-0.0339574941225113","0.097063571656261","0.124952963342474","0.112202254663005","-0.0405376980120104","0.106235566369235","-0.00777880245580906","-0.0180349405551146","-0.07922461860233","0.0122730727801911","-0.0341916702976987","-0.00473855788064033","-0.0102079578493025","0.00526547589946343","0.0461329123551625","-0.0492283145961361","-0.0731212671299136","0.0389518134840364","-0.00657741965033526","-0.0164296974220906","0.027803820704188","0.0507966848639951","-0.0244570072521667","0.0191870281345523","-0.0284042020001961","-0.0267588730375125","0.0158364961510246","-0.025293845802457","-0.0292386423990842","0.00327672792425806","0.258161891834144","-0.0541515267907642","-0.0284616403199625","0.154712191553237","0.00363126851264471","0.0255047991117244","0.0443364478255671","0.00593766772836344","0.0100141270190786","0.0277156240343429","0.0345962759949518","0.721760494960186","1","","","","","","","","","","","","","","","","","","","","","","",""
"wFA.C..pi.","-0.0375495274788819","0.0555636578941614","0.0674989465186951","0.173937310726729","-0.116914859165606","0.0162428840312404","-0.0445635304195696","0.00756338165909705","-0.226642211386082","0.0623104768761845","0.0640764882497112","0.0920088267722547","0.0773332595255952","-0.0324826238030385","-0.0332787455743445","-0.0233629793332931","-0.041865098095714","-0.052628008044267","0.0203088723426706","-0.00808653127939137","0.0375954649160132","-0.0145144120528056","0.0372182616463657","0.00506436537483619","-0.114562660261522","-0.0592200016139775","-0.063303421499295","-0.036697319727135","0.121250263246997","0.0206982571982372","-0.0655536498558173","0.00501924879687265","0.0542800031646727","0.000413934848788091","0.00367964151210622","0.0313272922789946","-0.0616839987093407","0.527900245290299","0.0395443906151827","0.0421729813759214","0.0775515381839933","-0.000539013831107349","-0.0395929980278186","-0.0162626346883247","0.0216198463325602","-0.00147969149359766","-0.011822613275762","0.0208572651775266","0.029221394317221","0.0178383554852092","0.0158860672083396","-0.00333147302538929","1","","","","","","","","","","","","","","","","","","","","","",""
"wFA.C..pi._accel_2","-0.029900998218544","0.00310845725739548","0.0110418952746598","0.0679687039058089","-0.318505548231144","-0.0278869842220252","-0.0318664273360983","-0.0257832796307108","-0.157321463942222","0.00680154791874265","0.0756584661387756","0.131433288041113","0.0925734074850391","-0.0321595101608041","-0.0135021236387535","-0.0134684235746822","-0.0235894784456234","-0.0639957161178331","0.0314436801041304","-0.0107968431183887","0.00452560725662895","-0.0349830855156363","0.0662207546698304","-0.0278978965604533","-0.0501009507414703","-0.109496123078147","-0.0390999022012179","-0.0690801503921822","0.0238599783058333","-0.0100762280070836","-0.029141238968195","0.0144963780807485","0.0553832890138577","0.0286290226022631","-0.0113351643711365","0.00646338343390244","-0.0272905415137601","0.310178391430361","0.0236364397858418","0.0258833030892165","0.0652362845945599","0.0458207363959863","-0.0286751084720194","-0.0232920316488162","0.0307165760110367","-0.00732141739957134","-0.0243651696823809","0.0313060924794368","0.00730701338895022","0.0124462971752854","-0.00701506738064721","0.00808266861988344","0.712257998107491","1","","","","","","","","","","","","","","","","","","","","",""
"SI.Z..pi._accel_2","-0.120923935310265","-0.00325978517023327","-0.00927232548524801","0.00136789078661131","-0.0638763201860293","-0.0921557441323885","-0.0577849290886347","-0.0482833326868286","0.0340816487533961","0.0441912681741699","0.0814057386574279","0.0767539087972865","0.0805296356966226","-0.00376433394574878","0.263812822029222","-0.0104912627858413","-0.00438540229321943","-0.00812942283880626","0.00331533925163773","-0.000212419952056498","-0.00227933240602213","0.034276454153068","0.0426620245715999","-0.0364439820287961","0.0922820868889967","-0.0145415787625499","0.0397221214039562","0.0202489651269137","0.0595002375771728","-0.0221257241249212","-0.0500957051598374","-0.0547383953013285","-0.0229491498702269","-0.0731888450310303","0.0778856848567448","-0.0136753727362403","0.242800145841653","0.0157059005975854","0.000202536115151832","0.000738007664186715","-0.199743602177401","0.0739622979987662","0.255631168597318","0.10197121926064","0.0193715404990062","-0.248165096373927","0.163614327884292","0.0567487487757629","0.018191934856864","0.0209740154941519","-0.0299897290989554","-0.04335394535184","-0.00759775606744633","0.000124934791916102","1","","","","","","","","","","","","","","","","","","","",""
"win_rec","0.000423818851170615","0.147218552422275","0.163832766145879","0.165106246742936","-0.123637458096592","-0.0114086083326301","0.0119461769908279","-0.0242057685311708","-0.24366244861478","0.0244446913500092","0.140118605759852","0.15530621985017","0.152347121866835","-0.00108113301310006","-0.00686831831846695","0.0408688292566748","0.013179578904833","-0.00604863403291487","0.133323656858544","-0.0283704026293446","-0.0371118790395827","0.0154464298675303","0.0757722312396157","0.0335329744028494","-0.119523870959533","-0.103639199545884","-0.0489492019298733","-0.0203255773261163","0.033738293355283","0.010180835978158","0.00635957487133586","0.0226153535746165","0.0546421982956435","0.00167601801808834","-0.0136462350195465","-0.00214355877266295","-0.0125239226329358","0.206926418296739","0.0952610196120814","0.144469095528979","0.0654577600167211","0.0181891308998748","-0.0252202617299315","-0.0053674188882044","0.0412336343407023","0.0130897830420053","-0.0205495451485757","-0.0437813615553401","0.00995012345977901","0.00802568993385373","0.102618963667211","0.0744649412618103","0.170855610605575","0.106538995788507","-0.00144221610307333","1","","","","","","","","","","","","","","","","","","",""
"wFA..pi._accel_2","-0.031896512353449","0.00105699267055693","0.0145839490897381","0.102527068233415","-0.208238020698982","-0.0307401921315776","-0.00574899309116508","-0.0396371632116161","-0.150358966638648","0.0607220251513625","0.0741488833373396","0.158899791317096","0.109316088728506","-0.0392304581931808","-0.0015799335515283","-0.0291577639853973","-0.0425396224256378","-0.105354537626709","0.0512167707956302","-0.0255395655704545","0.0450620001081691","-0.0475541208445549","0.0963505009492305","-0.00720445060862871","-0.0627377008881755","-0.137047479285109","-0.01070758392822","-0.0377358383378827","0.0174050099335038","-0.0042481584062902","-0.00352478401530855","-0.00118427957287197","0.0551378290737399","0.0203900492348599","-0.00299009738888582","0.0457192362527898","-0.00781676620579796","0.616267532730746","0.00845166020604621","0.0190176184267521","0.0706075597275537","0.0134840325811168","-0.00986471072996857","-0.0306703230762373","0.0460961803762141","-0.0130615791429286","0.0202564054502665","0.0475376052079161","0.00647188426579781","0.00165778099659559","-0.0204187747821004","-0.0334601826464167","0.34179171032914","0.486359065661624","0.00781892716493165","0.123530323812135","1","","","","","","","","","","","","","","","","","",""
"wSI..pi._accel_2","-0.0478470524491201","-0.0158023088645236","0.00598113933656324","0.0993339245006117","-0.197812943170699","-0.012452350776639","-0.00512555058960699","-0.0392211015622318","-0.156666842699303","0.0226360503777384","0.0759838446053986","0.160733524252169","0.120126795168286","-0.0224067152108104","0.097831280863463","-0.0511313213071101","-0.0715813756791207","-0.124462338109951","0.0997322373403437","-0.033414545316589","-0.0102938154417334","0.0281174604923377","0.0147253967167736","0.0604993855141765","-0.0652348726575074","-0.10812379173971","-0.0117359278978362","-0.0307567585284287","0.0607147380023467","0.0319993115781019","-0.0286547725950244","-0.0192544422943345","0.0099286904980451","-0.0114650721362076","-0.0106993638456399","0.0121950878108278","-0.0292298507593366","0.0437579680865109","-0.0193592349854499","0.698402375235514","0.0280990869795912","0.0222909705063982","0.1157005179208","0.0285473112306919","0.00171254900253484","-0.00778108767541577","-0.0514937197796528","0.000406220059401521","-0.00156574877884339","0.00705171570834958","0.239379844348658","0.360890382843265","0.0528105108059502","0.0422763098549643","-0.0143276475504358","0.0894506776023286","0.0185704423156481","1","","","","","","","","","","","","","","","","",""
"wFC..pi._accel_2","0.0273440006924262","0.0200315532718522","0.0342505722379907","0.0599342475454985","-0.109004450572463","-0.0487420737021569","0.0484933817482573","-0.0324026571511718","-0.103600897321758","-0.00497732303537537","0.0209618858143031","0.0886709484274821","0.0427950663887601","0.00626815970259524","0.0524314657556487","-2.66392208454416e-05","-0.0132122037708131","-0.0699135538971663","0.058051745081095","-0.00255423246836211","0.0278220899277196","-0.038629566878162","3.82009534403811e-05","0.0624865161670921","-0.0454113047091947","-0.0467867323292959","0.0105094639464168","-0.00323851837838005","-0.0268025377290337","0.0606186388122649","0.012062854602302","-0.0116801173430613","0.0513192836603682","-0.00150923400661752","0.00804669792109512","-0.0207554358922393","0.00974549445250109","0.050945330241716","0.662839314169795","0.018182923264025","-0.00478847305623519","0.148050791106614","-0.0341258263975602","0.0352035850170822","0.0481448121371784","0.0169296173308923","0.0219258659889088","-0.02749089444856","0.113494564349535","0.192874744199324","0.0377004202184585","0.0139525493457524","-0.00607572352923221","0.0376991581596084","0.0437404577728382","0.0472734055724574","0.0463781634678306","-0.00727824123910414","1","","","","","","","","","","","","","","","",""
"vFA..pi.","-0.267768268756517","-0.011809920664368","-0.0153726661627966","0.163436882517312","-0.079959322946191","0.0261530203534084","-0.214646528891016","0.0388990658899728","0.0286126170689217","0.127381883729656","0.118389786547806","0.15346207120206","0.122758229937684","0.0191118636834776","0.00479053848436624","-0.112569130479421","-0.114498946332104","0.0254515482082364","0.109934918646925","0.0090956096999645","0.0186928238989439","0.000888299134860926","0.0593822331715325","-0.0776140087580521","0.101830470985375","-0.0714518978934487","0.174144306062224","0.0189612546629024","0.216055388162678","-0.208705822245581","-0.0958901399810458","-0.164471727596793","-0.061572600334997","-0.139561118520724","0.201043440050098","-0.130066785806354","9.72667988044185e-06","0.151548957434991","-0.0105721005919448","0.0755380156760024","-0.0303884130364372","0.00993331547623271","0.0125687570472542","0.0167927590867305","0.00323915791491047","-0.0458702496019008","0.0261458311202727","0.0188400450139094","0.0208857845325697","0.0200799049122852","0.0491590402007486","0.0473897988860154","0.0730283587170839","0.0207804665713693","0.113120448767801","0.0595890711741153","0.0497776949337888","0.0627811448412222","0.0100248148680931","1","","","","","","","","","","","","","","",""
"vFC..pi.","0.049337527323985","0.152588478334767","0.154645504503698","-0.0571423305150066","0.00599340559443258","0.0450610689514666","0.256065479438508","0.0254431560156207","-0.0537338406575168","-0.0401441378998282","-0.021799913000394","-0.0262499687753646","-0.0198748540521736","-0.0555663586549503","0.0970901901233596","0.151578029148396","0.150717879165661","-0.151959880319462","-0.00933295274695869","-0.0519002457764212","0.0270062779439674","0.00722436432831703","-0.018826014504978","0.0721769431787664","-0.0979176443439208","0.0111841294613347","-0.0715524146818538","0.00561911476852605","-0.134289518323669","0.560528002485084","-0.107708780841052","0.0478562113343529","0.25434186040458","-0.0230436119626621","0.0982197342624617","0.821331175372404","0.111813851202399","0.0282878290096649","0.111554874227853","0.0272841142049357","-0.01234666767817","0.1364202919055","0.00125618154535099","0.0602444848370981","0.0532072276091926","0.0328777696611507","-0.0522875628587214","0.262902449686199","-0.041454625342844","-0.0289132942882213","0.0251799625025348","0.0150506405423771","0.00652730887782013","-0.0166282768589356","-0.0152601273388206","0.0251984581307085","0.0220371490350957","0.0323919168005876","0.0179054374696619","-0.11207808011861","1","","","","","","","","","","","","","",""
"vSI..pi.","0.0695152663098333","0.161460108338234","0.170064387470108","-0.0878425021690414","0.0020606132219955","-0.000274819539466369","0.4730284237404","0.0289336690553971","-0.174370952337321","-0.283706019436732","-0.0211285147770311","-0.000712735509934469","-0.0217540576357855","0.00382970560356371","0.141212093314445","0.215567435214502","0.210082385225423","-0.0967995668669556","-0.0431669409981002","0.0137988647630416","-0.024715438592663","-0.00351234554830934","-0.0260502244115134","0.0259978754045223","-0.11000311429487","-0.0210267080882216","-0.0812707261786211","-0.0222405976506896","-0.47292997962299","-0.00307221012754602","0.541395174077589","0.0617613608254433","0.0498088735309136","-0.17030653645526","-0.163585739111231","-0.00859033329234119","0.800609928376702","-0.114080733704072","-0.00921596951697271","-0.0198479932487175","-0.0630943205370539","-0.000616829205732712","0.0602654392729151","0.0249931980421493","0.0275457493243987","-0.0612301413684895","0.0170928732735854","-0.0868012359563383","-0.0380786332169408","-0.0151276607882219","-0.073825999900478","-0.0135231571253955","-0.0413837774688075","0.00102392591516104","0.143474061505481","0.0136531525567278","0.0105649725696862","-0.0232918243516938","0.0194329629034037","-0.0374794627736484","0.0634005827069931","1","","","","","","","","","","","","",""
"vFC..pi._accel_2","-0.0792599802179548","-0.0166514702445949","-0.0169833195247997","0.0205926788717513","-0.0464933113324032","-0.0352064165110593","-0.0728283365597186","-0.0344090270899821","-0.0114005665024244","-0.00144032360175061","0.0759982441097544","0.033409258277464","0.0755793564389474","0.0182109548449103","0.0867679324931639","-0.0292854576072061","-0.0277600712119424","-0.084598689305367","0.0456517448281495","0.0305658836748933","0.0293092986966454","-0.00294688196088731","0.0725226747999242","0.0477690440063736","-0.0248257668591034","-0.025251603545441","0.0180132133014973","0.011178928512241","0.0137015266049208","-0.0348504345328751","-0.0581722963692852","0.00352345918230485","0.0394736123540579","0.0250245645847598","0.0275424213685033","0.256706466780506","-0.0368011058179552","0.043951999239199","-0.0256079448321418","0.00788828221850922","-0.03880076374981","0.244228006405101","-0.0350895327744408","0.0581214454241977","0.113332926116412","-0.011397816843402","0.0397935880296625","0.679154009841473","-0.0721395917335599","-0.0702687873394829","0.0156214453654683","0.000137935659923809","0.0222437524837883","0.0279368790783181","0.0609525081330519","0.0064008175297747","0.0536153419178437","-0.0102584587025868","0.00393141778370722","0.0614337253093415","0.323881642656575","-0.0494717354786279","1","","","","","","","","","","","",""
