"pitching.Season","pitching.Name","pitching.injury_lagged","residuals.reg.24.","residuals.reg.24..type....pearson..","hatvalues.reg.24."
2015,"SERGIO ROMO",1,1.89498072584866,2.24105790359986,0.00684174438059949
2015,"PEDRO STROP",1,1.56002617020741,1.54159135398236,0.00724114499126691
2015,"NATHAN KARNS",0,-0.791181424442738,-0.606217520839412,0.0105756554576671
2015,"ALEX COLOME",1,1.47919194776464,1.40932897559844,0.00479188305374835
2015,"JAKE PEAVY",1,1.526145043586,1.48475940642769,0.00588168385429978
2015,"CARTER CAPPS",0,-1.38232195513871,-1.264803716419,0.0168310310939451
2015,"TREVOR ROSENTHAL",1,1.42658948883526,1.32909306852287,0.00629581542876586
2015,"MATT ALBERS",0,-1.03834968328345,-0.84524404141943,0.012130592500405
2015,"GONZALEZ GERMEN",0,-0.521899875151812,-0.381967663186696,0.00493712941200437
2015,"FRANCISCO LIRIANO",0,-1.29644090573462,-1.14771347924179,0.0108666954812639
2015,"JOE BLANTON",0,-1.01558057872319,-0.821470470995558,0.0111272732053714
2015,"BRIAN DUENSING",1,1.67097437409493,1.74336609055915,0.00302500028962437
2015,"FELIX HERNANDEZ",0,-1.04873980646959,-0.856228660470254,0.00717602115824093
2015,"DAVID HOLMBERG",0,-0.57491297202718,-0.423913559635095,0.0145501489036726
2015,"COLLIN BALESTER",0,-0.406425094202885,-0.293423166676032,0.00613066441813561
2015,"GAVIN FLOYD",1,1.48123278929193,1.41253062762009,0.00986506384817432
2015,"JAMES SHIELDS",0,-0.898595624314966,-0.705273101869402,0.00795061823950495
2015,"JORDAN WALDEN",0,-0.748297878013048,-0.568415820909993,0.00644928250025684
2015,"MIKE DUNN",0,-0.591939081756419,-0.437583877886549,0.0037885737721484
2015,"CHRIS ARCHER",0,-1.08547216361476,-0.895773661081418,0.00636798713560619
2015,"SHAUN MARCUM",0,-0.702196240969035,-0.528762786919072,0.0111546332951993
2015,"JULIO TEHERAN",1,1.52326360808874,1.48002124324731,0.00626428100046846
2015,"BOBBY PARNELL",0,-0.748344483032646,-0.568456409894207,0.0163980032255344
2015,"RADHAMES LIZ",0,-0.697192526087734,-0.524516903427259,0.00683819170324415
2015,"RYAN MATTHEUS",0,-0.7601882000153,-0.578805404991562,0.00306412505316279
2015,"ANIBAL SANCHEZ",0,-0.753678013890147,-0.573108385739632,0.0274394098247314
2015,"PACO RODRIGUEZ",0,-0.443970587890872,-0.321830754820173,0.00413964715381515
2015,"JON LESTER",0,-0.755027527851847,-0.574287635713823,0.00921010308902934
2015,"SERGIO SANTOS",0,-0.829951504643566,-0.641215048620013,0.0111731220138592
2015,"ANTHONY SWARZAK",1,1.59079938255033,1.59506471609856,0.00940672087306688
2015,"TOM KOEHLER",0,-0.834714591867959,-0.645571327079195,0.00759815765967651
2015,"JEROME WILLIAMS",0,-0.703130330546022,-0.529556625906576,0.00492520252188311
2015,"ANTHONY BASS",0,-0.687736792390407,-0.51652307623319,0.00415541193377987
2015,"T.J. MCFARLAND",1,1.59703255869999,1.60611937700802,0.00469727427731686
2015,"SAM DYSON",0,-0.874871823706078,-0.682816674986196,0.00956090112780989
2015,"SCOTT FELDMAN",0,-0.783765650157774,-0.599614152015954,0.00488763043684763
2015,"KYLE LOHSE",0,-0.860097087407356,-0.669003709433606,0.00961613296867953
2015,"JUSTIN DE FRATUS",0,-0.65102874342486,-0.485847737125578,0.00479341784133781
2015,"WEI-YIN CHEN",1,1.5156293085197,1.46753794614912,0.00574715689600488
2015,"GIO GONZALEZ",0,-1.07486178053302,-0.884234685028046,0.00672949603342285
2015,"GARRETT RICHARDS",1,1.14713164983936,0.964800867390308,0.0115659332057142
2015,"AARON HARANG",0,-0.793234572938357,-0.608050786488075,0.00953104173724637
2015,"JOHN AXFORD",0,-0.710482220467114,-0.535818174457826,0.0057986513530325
2015,"KEVIN GAUSMAN",1,1.32956838225892,1.19174770299399,0.00561977544347765
2015,"JEFF MANSHIP",0,-0.822541687544867,-0.634463202998236,0.0100609402573419
2015,"JON NIESE",0,-0.849429190380485,-0.659110229657446,0.00692226160794769
2015,"RYAN PRESSLY",0,-0.803991309453303,-0.617691695655554,0.004827485842289
2015,"DANNY DUFFY",0,-1.10147293799194,-0.913358449133329,0.0131337789544832
2015,"KEVIN SIEGRIST",0,-0.967698816919876,-0.772754511827438,0.00854574693859427
2015,"GERRIT COLE",1,0.94712581441313,0.752328733087384,0.02062128974998
2015,"ERVIN SANTANA",1,1.31838775696963,1.17673257096305,0.0103482872371681
2015,"BRETT OBERHOLTZER",0,-0.665382510678808,-0.497776265855462,0.00589795006947742
2015,"RANDALL DELGADO",0,-0.7291934064492,-0.551864458952662,0.00422122497673607
2015,"JARRED COSART",0,-0.871565860396383,-0.679714597910759,0.00680801345382247
2015,"HENRY OWENS",0,-0.744736983752655,-0.565317670618426,0.0097045166546694
2015,"NICK HAGADONE",0,-0.645179356945097,-0.481010418612065,0.00403983047064281
2015,"SHAWN KELLEY",0,-1.06113536751271,-0.869447906956101,0.010228274173405
2015,"JEFF FRANCIS",0,-0.462151577683108,-0.335712426275627,0.00308612385427807
2015,"HEATH HEMBREE",0,-0.955584036736503,-0.760690864111431,0.0075065531307814
